City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,tual,-5.6667,132.75,24.68,83,100,9.41,ID,1693259918
279,hermanus,-34.4187,19.2345,14.89,58,0,3.98,ZA,1693259918
280,tosontsengel,48.7567,98.2839,11.67,66,7,1.02,MN,1693259919
281,balotra,25.8333,72.2333,26.58,70,0,9.04,IN,1693259919
282,kotabumi,-4.8333,104.9,21.86,90,50,1.99,ID,1693259920
283,kanye,-24.9667,25.3327,11.02,37,99,3.49,BW,1693259920
284,victoria point,-27.5833,153.3,17.75,87,98,0.45,AU,1693259921
285,chinchilla,-26.75,150.6333,15.47,69,14,4.65,AU,1693259921
286,baise city,23.8997,106.6133,23.49,88,100,0.81,CN,1693259921
287,artsyz,45.9919,29.4182,26.87,41,5,3.61,UA,1693259922
288,kutum,14.2,24.6667,24.94,54,29,2.44,SD,1693259922
289,broome,42.2506,-75.833,22.83,85,100,3.09,US,1693259923
290,ammon,43.4696,-111.9666,31.28,27,0,1.34,US,1693259924
291,whitehorse,60.7161,-135.0538,27.28,43,20,1.03,CA,1693259924
292,shigony,53.3875,48.6777,10.47,67,75,8.16,RU,1693259925
293,new albany,38.2856,-85.8241,30.06,49,40,5.66,US,1693259925
294,bonner,48.8333,-117.0013,31.04,18,0,1.23,US,1693259926
295,khenifra,32.9333,-5.6667,24.92,19,0,1.59,MA,1693259927
296,sola,-13.8833,167.55,27.37,83,100,0.0,VU,1693259927
297,sevastopol,44.6,33.5333,24.44,55,0,1.58,UA,1693259736
298,anatuya,-28.4606,-62.8347,19.32,19,0,4.34,AR,1693259704
299,mizdah,31.4451,12.9801,24.04,73,1,3.15,LY,1693259928
300,port hedland,-20.3167,118.5667,15.03,47,1,2.06,AU,1693259928
301,tome,-36.6167,-72.95,13.34,92,81,3.61,CL,1693259929
302,san patricio,28.017,-97.5169,38.4,30,50,2.12,US,1693259929
303,namibe,-15.1961,12.1522,18.63,88,66,1.56,AO,1693259929
304,luwingu,-10.2621,29.9271,16.47,59,8,4.33,ZM,1693259930
305,page,36.9147,-111.4558,36.88,12,0,3.13,US,1693259682
306,kone,-21.0595,164.8658,22.2,61,1,2.43,NC,1693259931
307,al kharijah,25.4514,30.5464,30.29,22,0,4.0,EG,1693259931
308,moa,20.6569,-74.9403,30.58,72,77,1.34,CU,1693259931
309,udachny,66.4167,112.4,14.93,80,100,1.91,RU,1693259932
310,smithers,54.7804,-127.1743,28.18,24,40,1.54,CA,1693259932
311,bardai,11.65,7.2333,23.83,78,27,2.85,NG,1693259932
312,amahai,-3.3333,128.9167,24.69,88,99,5.23,ID,1693259933
313,brisas barra de suchiate,14.55,-92.2167,30.03,69,27,2.7,MX,1693259933
314,aykhal,66.0,111.5,13.37,88,100,1.45,RU,1693259934
315,utrik,11.2278,169.8474,28.38,79,97,6.87,MH,1693259934
316,vadso,70.0744,29.7487,9.49,93,20,5.14,NO,1693259934
317,remire-montjoly,4.9167,-52.2667,29.02,79,40,2.57,GF,1693259935
318,doganhisar,38.1463,31.6765,18.87,54,3,3.3,TR,1693259935
319,rongelap,11.1635,166.8941,28.57,76,87,6.79,MH,1693259935
320,magistral'nyy,56.1725,107.4458,13.32,88,68,0.93,RU,1693259936
321,anadyr,64.75,177.4833,10.28,81,40,6.0,RU,1693259936
322,alaior,39.9303,4.1404,22.86,73,20,3.09,ES,1693259937
323,cascavel,-24.9558,-53.4553,18.78,52,75,3.09,BR,1693259918
324,ishinomaki,38.4167,141.3,27.0,83,66,1.85,JP,1693259937
325,praia da vitoria,38.7333,-27.0667,23.2,94,75,4.61,PT,1693259938
326,sur,22.5667,59.5289,29.73,63,33,4.06,OM,1693259938
327,boras,57.721,12.9401,14.19,98,11,2.49,SE,1693259938
328,santanyi,39.3546,3.1291,25.93,56,53,9.05,ES,1693259939
329,redencao,-4.2258,-38.7306,24.02,76,0,1.86,BR,1693259939
330,mahina,-17.5065,-149.489,26.12,77,48,2.91,PF,1693259940
331,akureyri,65.6835,-18.0878,9.96,87,75,4.12,IS,1693259940
332,nar'yan-mar,67.6713,53.087,7.82,85,96,0.92,RU,1693259941
333,midvagur,62.0511,-7.1939,11.46,100,100,0.51,FO,1693259941
334,nova vicosa,-17.8919,-39.3719,22.38,84,100,7.55,BR,1693259942
335,cannonvale,-20.2833,148.7,20.66,82,4,3.79,AU,1693259942
336,kohlu,29.8962,69.252,27.26,46,0,0.91,PK,1693259942
337,leua,48.2156,18.6071,22.5,72,71,3.1,SK,1693259943
338,acarau,-2.8856,-40.12,26.06,79,0,7.18,BR,1693259805
339,loiza,18.4313,-65.8802,33.05,62,40,4.63,PR,1693259944
340,vila do maio,15.1333,-23.2167,28.44,83,100,5.37,CV,1693259944
341,soc trang,9.6033,105.98,26.33,85,89,4.41,VN,1693259945
342,xishan,27.6667,113.5,20.19,93,100,0.71,CN,1693259945
343,sulak,43.2734,47.5146,22.63,78,0,4.15,RU,1693259946
344,pontiac,42.6389,-83.2911,24.99,46,20,1.54,US,1693259947
345,ghadamis,30.1337,9.5007,31.2,14,2,3.18,LY,1693259947
346,boende,-0.2167,20.8667,22.03,98,99,1.19,CD,1693259948
347,baardheere,2.3446,42.2764,25.47,68,27,8.2,SO,1693259948
348,ushtobe,45.2514,77.9838,14.63,58,27,1.0,KZ,1693259949
349,xilin hot,43.9667,116.0333,10.36,81,40,1.27,CN,1693259949
350,el porvenir,13.7617,-87.3458,30.63,91,100,1.26,HN,1693259950
351,puerto ayacucho,5.6639,-67.6236,27.36,80,44,2.19,VE,1693259918
352,gutao,37.2025,112.1781,15.93,63,0,0.6,CN,1693259950
353,chunskiy,56.0815,99.6342,15.47,86,52,1.89,RU,1693259951
354,flying fish cove,-10.4217,105.6791,23.82,88,100,3.09,CX,1693259951
355,souillac,-20.5167,57.5167,21.21,88,75,0.0,MU,1693259952
356,plastun,44.7561,136.2939,16.78,83,99,1.13,RU,1693259952
357,tazacorte,28.629,-17.9293,24.54,84,100,8.75,ES,1693259952
358,miandrivazo,-19.5167,45.4667,26.12,40,62,4.35,MG,1693259953
359,katsina,12.9894,7.6006,28.11,50,41,2.93,NG,1693259953
360,nyurba,63.2842,118.3319,14.8,79,9,1.47,RU,1693259954
361,huandacareo,19.9833,-101.2833,22.73,75,65,0.82,MX,1693259954
362,haiku-pauwela,20.9219,-156.3051,30.01,53,20,10.8,US,1693259954
363,pacific grove,36.6177,-121.9166,32.99,79,0,4.92,US,1693259955
364,hotan,37.0997,79.9269,20.13,45,96,6.57,CN,1693259808
365,palmer,42.1584,-72.3287,24.78,63,75,4.12,US,1693259729
366,la passe,45.5549,-0.8967,17.77,82,2,5.41,FR,1693259956
367,vorkuta,67.5,64.0,4.71,91,22,1.23,RU,1693259956
368,la ronge,55.1001,-105.2842,26.14,41,100,5.66,CA,1693259957
369,xining,36.6167,101.7667,10.11,72,5,0.97,CN,1693259957
370,island harbour,50.724,-1.2758,14.96,85,99,0.45,GB,1693259958
371,marquetalia,5.2966,-75.055,25.35,47,12,1.44,CO,1693259958
372,oranjemund,-28.55,16.4333,26.71,26,0,7.69,NA,1693259958
373,maumere,-8.6199,122.2111,23.61,67,27,1.42,ID,1693259959
374,saipan,15.1355,145.701,27.39,89,75,2.06,MP,1693259959
375,san juan,-31.5375,-68.5364,24.15,9,0,3.2,AR,1693259960
376,hasaki,35.7333,140.8333,27.39,86,17,5.71,JP,1693259960
377,uvinza,-5.1036,30.3911,22.5,32,3,1.98,TZ,1693259961
378,petukhovo,55.0692,67.9019,10.55,75,79,3.75,RU,1693259961
379,chiredzi,-21.05,31.6667,14.81,57,1,3.58,ZW,1693259962
380,ilhabela,-23.7781,-45.3581,17.5,91,100,2.23,BR,1693259962
381,walvis bay,-22.9575,14.5053,25.53,19,78,4.63,NA,1693259963
382,presidente olegario,-18.4178,-46.4181,22.05,61,72,2.0,BR,1693259963
383,madalena,41.2162,-8.3345,18.64,79,40,1.07,PT,1693259963
384,kencong,-8.2833,113.3667,20.42,93,84,0.88,ID,1693259964
385,archangelos,36.2149,28.1149,24.99,76,0,6.78,GR,1693259964
386,carnarvon,-24.8667,113.6333,18.05,63,0,4.09,AU,1693259965
387,arawa,-6.2132,155.5367,27.27,84,68,1.48,PG,1693259965
388,portland,45.5234,-122.6762,22.19,79,100,0.89,US,1693259965
389,dongcun,36.7767,121.1597,20.17,87,40,5.12,CN,1693259966
390,staunton,38.1496,-79.0717,24.51,77,100,2.57,US,1693259928
391,howrah,22.5892,88.3103,29.0,89,20,0.0,IN,1693259889
392,happy valley-goose bay,53.3168,-60.3315,23.17,43,20,2.06,CA,1693259967
393,road town,18.4167,-64.6167,31.05,74,40,2.06,VG,1693259951
394,centerville,39.6284,-84.1594,27.36,52,0,2.57,US,1693259969
395,campbell river,50.0163,-125.2446,23.21,53,75,2.57,CA,1693259841
396,timaru,-44.4,171.25,11.71,44,39,1.34,NZ,1693259969
397,susuman,62.7833,148.1667,10.53,72,22,0.81,RU,1693259970
398,teguise,29.0605,-13.564,22.12,73,20,11.83,ES,1693259970
399,velburg,49.2321,11.6716,11.56,94,100,4.03,DE,1693259971
400,tshabong,-26.05,22.45,14.11,31,90,6.55,BW,1693259971
401,fort mcmurray,56.7268,-111.381,26.77,57,0,2.57,CA,1693259972
402,san luis de la loma,17.2706,-100.8939,30.0,74,42,2.69,MX,1693259972
403,tazovsky,67.4667,78.7,7.94,73,30,2.96,RU,1693259972
404,mount isa,-20.7333,139.5,12.87,62,0,0.0,AU,1693259973
405,choele choel,-39.2667,-65.6833,16.48,35,100,3.84,AR,1693259973
406,kowon-up,39.4381,127.2431,20.64,99,100,3.0,KP,1693259974
407,inirida,3.8653,-67.9239,29.1,73,66,1.11,CO,1693259974
408,kapa'a,22.0752,-159.319,28.99,76,75,3.09,US,1693259974
409,taperoa,-7.2075,-36.8267,25.6,55,10,7.38,BR,1693259975
410,kinkala,-4.3614,14.7644,22.99,77,68,0.54,CG,1693259975
411,diamantino,-14.4086,-56.4461,31.3,38,86,1.9,BR,1693259976
412,uusikaupunki,60.8004,21.4084,14.69,85,51,5.25,FI,1693259976
413,brisas de zicatela,15.8369,-97.0419,30.67,63,99,2.28,MX,1693259976
414,gunjur,13.2019,-16.7339,26.04,94,75,0.0,GM,1693259977
415,kiama,-34.6833,150.8667,12.92,89,3,0.89,AU,1693259977
416,khanty-mansiysk,61.0042,69.0019,12.06,100,75,2.0,RU,1693259978
417,queenstown,-31.8976,26.8753,10.68,25,1,0.8,ZA,1693259978
418,shimoda,34.6667,138.95,28.95,81,23,3.27,JP,1693259979
419,guerrero negro,27.9769,-114.0611,26.62,58,11,6.45,MX,1693259979
420,kannur,11.8675,75.3576,25.39,87,36,2.99,IN,1693259979
421,bonthe,7.5264,-12.505,24.44,91,100,4.3,SL,1693259980
422,brasileia,-11.0161,-68.7481,33.25,46,61,2.57,BR,1693259980
423,jashpurnagar,22.9,84.15,22.32,76,100,1.79,IN,1693259981
424,oyem,1.5995,11.5793,20.61,99,54,1.45,GA,1693259981
425,bantay,17.5847,120.3892,25.49,86,100,1.29,PH,1693259981
426,tarko-sale,64.9225,77.785,12.71,81,100,5.26,RU,1693259982
427,carapegua,-25.8,-57.2333,18.04,49,0,2.59,PY,1693259982
428,dharmavaram,14.4333,77.7167,25.95,71,93,5.66,IN,1693259982
429,diplo,24.4667,69.584,27.04,74,97,9.14,PK,1693259983
430,kapuskasing,49.4169,-82.4331,20.0,64,100,5.14,CA,1693259984
431,smithfield,41.922,-71.5495,23.47,79,20,3.09,US,1693259984
432,edmundston,47.3737,-68.3251,24.13,41,0,2.57,CA,1693259984
433,asmar,35.0333,71.3581,22.3,73,12,1.26,AF,1693259985
434,terebovlya,49.3019,25.71,23.77,61,100,4.37,UA,1693259985
435,dakhla,23.6848,-15.958,22.01,78,0,13.38,EH,1693259985
436,bisbee,31.4482,-109.9284,34.4,26,25,1.79,US,1693259986
437,nazarovo,56.0064,90.3914,18.23,86,100,3.88,RU,1693259986
438,makarov,48.6333,142.8,15.47,84,38,0.6,RU,1693259987
439,kupang,-10.1667,123.5833,22.46,80,36,3.88,ID,1693259987
440,darnah,32.767,22.6367,26.55,72,0,3.09,LY,1693259987
441,chadron,42.8294,-102.9999,28.81,27,68,1.34,US,1693259988
442,torres novas,39.4811,-8.5395,19.67,79,26,7.6,PT,1693259988
443,heihe,50.2441,127.4902,13.32,91,86,1.87,CN,1693259988
444,mutuali,-14.8706,37.0044,16.92,74,54,1.96,MZ,1693259989
445,maragogi,-9.0122,-35.2225,24.84,89,9,3.34,BR,1693259990
446,greenville,35.6127,-77.3663,31.09,78,40,2.06,US,1693259746
447,silver city,32.7701,-108.2803,26.98,73,100,11.32,US,1693259781
448,shadrinsk,56.0852,63.6335,10.21,81,100,5.29,RU,1693259992
449,mermoz boabab,14.7065,-17.4758,28.88,79,0,4.12,SN,1693259992
450,tabou,4.423,-7.3528,24.5,88,96,2.68,CI,1693259993
451,bechar,31.6167,-2.2167,32.18,12,3,2.57,DZ,1693259993
452,callao,-12.0667,-77.15,22.16,64,75,7.72,PE,1693259994
453,modakeke,7.3833,4.2667,23.01,95,72,1.83,NG,1693259994
454,motygino,58.1831,94.7592,14.69,91,89,1.89,RU,1693259994
455,mazyr,52.0495,29.2456,20.13,80,10,3.29,BY,1693259995
456,mulvane,37.4745,-97.2439,33.54,33,0,2.06,US,1693259995
457,taraz,42.9,71.3667,10.23,76,12,5.0,KZ,1693259995
458,srivardhan,18.0333,73.0167,25.43,82,16,1.39,IN,1693259996
459,ouallam,14.3188,2.0866,31.94,48,96,4.49,NE,1693259996
460,buulobarde,3.8538,45.5674,24.41,79,92,9.24,SO,1693259996
461,acapulco de juarez,16.8634,-99.8901,29.61,73,91,2.28,MX,1693259917
462,bamboo flat,11.7,92.7167,24.05,94,75,5.14,IN,1693259997
463,luderitz,-26.6481,15.1594,23.31,24,0,2.22,NA,1693259998
464,nolinsk,57.5596,49.9363,8.14,85,54,5.21,RU,1693259998
465,aioun,16.6614,-9.6149,31.78,46,23,4.42,MR,1693259998
466,dalnegorsk,44.5604,135.5701,16.62,92,95,0.32,RU,1693259999
467,petropavlovsk-kamchatsky,53.0452,158.6483,11.33,82,75,2.0,RU,1693259999
468,tokar,18.4254,37.729,30.51,45,14,9.2,SD,1693259999
469,balabac,7.9868,117.0645,28.83,74,100,6.57,PH,1693260000
470,okhotsk,59.3833,143.3,18.5,62,10,2.6,RU,1693260001
471,antonio enes,-16.2325,39.9086,21.87,59,95,4.44,MZ,1693260004
472,yoloten,37.2989,62.3597,19.2,20,0,3.84,TM,1693260033
473,teluknaga,-6.0989,106.6381,28.54,94,20,2.06,ID,1693260033
474,sour el ghozlane,36.1477,3.6912,15.87,74,0,0.2,DZ,1693260034
475,esmeraldas,-19.7625,-44.3139,19.58,77,99,5.1,BR,1693260035
476,obo,5.3998,26.4869,21.59,89,37,1.26,CF,1693260036
477,ust-nera,64.5667,143.2,17.8,57,57,0.58,RU,1693260040
478,suva,-18.1416,178.4415,23.71,69,75,3.09,FJ,1693260015
479,faridpur,23.6,89.8333,28.8,76,100,1.66,BD,1693260040
480,kristiansund,63.1115,7.732,12.03,87,75,1.54,NO,1693260041
481,mombetsu,44.3525,143.3525,16.22,84,100,3.49,JP,1693260042
482,vereshchagino,58.0789,54.6557,6.75,96,78,4.63,RU,1693260042
483,ingeniero jacobacci,-41.3427,-69.5448,5.29,57,9,7.59,AR,1693260043
484,mirny,62.5353,113.9611,11.8,81,7,0.89,RU,1693260043
485,turpan,42.9333,89.1667,31.23,25,100,2.39,CN,1693260044
486,gamay,12.3854,125.2979,26.58,81,100,4.75,PH,1693260044
487,uturoa,-16.7333,-151.4333,26.07,73,21,2.08,PF,1693260044
488,okha,53.5739,142.9478,15.33,71,0,2.61,RU,1693260045
489,ta`u,-14.2336,-169.5144,26.25,79,94,9.3,AS,1693260045
490,pokhara,28.2333,83.9833,20.49,88,51,1.74,NP,1693260046
491,tuy hoa,13.0833,109.3,26.78,74,100,3.76,VN,1693260046
492,leava,-14.3,-178.1667,26.77,76,91,9.66,WF,1693260047
493,kirakira,-10.4544,161.9205,26.46,74,100,4.21,SB,1693260047
494,kaihua,23.3687,104.28,17.56,91,99,1.84,CN,1693260048
495,harenkarspel,52.7342,4.7768,15.01,72,73,1.54,NL,1693260048
496,wynyard,-41.0,145.7167,11.5,98,98,1.85,AU,1693260048
497,gaiman,-43.2897,-65.4929,13.47,31,75,7.09,AR,1693260049
498,mount pearl,47.5166,-52.7813,18.41,81,20,7.72,CA,1693260049
499,synel'nykove,48.3204,35.5179,23.14,53,4,3.07,UA,1693260050
500,belmonte,-15.8631,-38.8828,22.01,96,99,2.02,BR,1693260050
501,schwerin,53.6294,11.4132,13.73,94,100,1.79,DE,1693259802
502,berdigestyakh,62.0989,126.6992,17.26,72,10,1.2,RU,1693260051
503,lospalos,-8.5186,127.0025,18.86,92,19,2.38,TL,1693260052
504,maracaibo,10.6317,-71.6406,34.4,48,6,0.13,VE,1693259709
505,kriel,-26.2739,29.2253,7.67,50,0,2.45,ZA,1693260053
506,mil'kovo,55.6078,37.7956,14.08,56,100,2.82,RU,1693260054
507,pocatello,42.8713,-112.4455,31.93,21,0,3.58,US,1693260054
508,banda aceh,5.5577,95.3222,28.21,76,42,8.82,ID,1693260055
509,yangambi,0.8102,24.4336,21.75,99,62,1.43,CD,1693260055
510,norfolk,42.1668,-71.2495,24.08,79,100,0.45,US,1693260035
511,papao,-17.75,-149.55,24.14,87,60,8.34,PF,1693260056
512,guarapari,-20.6667,-40.4975,19.38,98,100,1.52,BR,1693260056
513,sabinas,27.85,-101.1167,37.9,23,5,2.38,MX,1693260036
514,blenheim,-41.516,173.9528,8.62,68,4,1.79,NZ,1693260057
515,tura,25.5198,90.2201,24.39,81,100,0.99,IN,1693260058
516,tsaratanana,-16.7833,47.65,20.51,61,0,6.44,MG,1693260058
517,nadym,65.5333,72.5167,11.43,69,91,4.34,RU,1693260059
518,kavaratti,10.5669,72.642,27.44,79,91,5.31,IN,1693260059
519,valentin gomez farias,28.2167,-106.5833,29.62,27,5,5.48,MX,1693260059
520,al kharj,24.155,47.3346,36.32,14,33,2.49,SA,1693260060
521,ponta delgada,37.7333,-25.6667,23.4,83,75,4.12,PT,1693260062
522,dunedin,-45.8742,170.5036,11.56,65,76,3.13,NZ,1693259890
523,inhambane,-23.865,35.3833,19.33,71,93,5.75,MZ,1693260063
524,ndjole,-0.1783,10.7649,24.55,93,100,1.46,GA,1693260064
525,chapaev,50.2,51.1667,10.84,54,0,5.6,KZ,1693260065
526,tshikapa,-6.4167,20.8,24.84,46,74,0.73,CD,1693260065
527,quelimane,-17.8786,36.8883,17.97,88,40,2.24,MZ,1693260066
528,tumayr,25.7039,45.868,31.68,16,2,4.05,SA,1693260067
529,molde,62.7375,7.1591,12.62,87,75,1.54,NO,1693260067
530,manaure,11.7751,-72.4445,30.35,74,37,6.04,CO,1693260068
531,sandakan,5.8402,118.1179,26.82,88,20,2.24,MY,1693260068
532,tadine,-21.55,167.8833,21.79,70,68,7.53,NC,1693260069
533,la puebla de montalban,39.863,-4.3592,21.06,33,0,1.15,ES,1693260069
534,kirensk,57.7853,108.1119,13.9,92,49,0.88,RU,1693260069
535,sao miguel do araguaia,-13.275,-50.1628,30.07,44,93,0.21,BR,1693260070
536,sanok,49.5557,22.2056,21.35,92,73,2.59,PL,1693259595
537,los aquijes,-14.0967,-75.6908,26.72,39,0,2.48,PE,1693260071
538,tenno,39.9,139.9667,26.56,86,49,1.72,JP,1693260072
539,reguiba,33.5639,6.7033,30.03,20,5,4.63,DZ,1693260073
540,huanren,41.2647,125.3667,17.11,100,100,0.94,CN,1693260073
541,magumeri,12.1131,12.8274,28.53,54,1,2.92,NG,1693260073
542,coahuayana de hidalgo,18.7,-103.6583,31.19,72,95,3.1,MX,1693260074
543,ulladulla,-35.35,150.4667,12.86,73,4,1.86,AU,1693260074
544,wuwei,37.9281,102.6414,16.67,48,94,1.48,CN,1693260075
545,zhengzhou,34.7578,113.6486,17.27,84,0,0.78,CN,1693260076
546,cox's bazar,21.4532,91.9798,25.6,92,100,2.37,BD,1693260077
547,laguna,38.421,-121.4238,37.97,24,0,2.57,US,1693260078
548,lerwick,60.1545,-1.1494,13.0,92,100,5.83,GB,1693260078
549,harstad,68.799,16.5293,15.66,75,98,2.05,NO,1693260079
550,tapiramuta,-11.8472,-40.7914,19.41,78,1,1.36,BR,1693260068
551,itaituba,-4.2761,-55.9836,36.09,46,20,2.57,BR,1693260079
552,argo,37.6333,22.7333,24.88,55,0,1.68,GR,1693260080
553,slave lake,55.2834,-114.769,22.99,56,0,1.54,CA,1693260038
554,burang,30.25,81.1667,5.75,73,26,1.99,CN,1693260081
555,al wajh,26.2455,36.4525,30.97,62,0,1.54,SA,1693260082
556,kattivakkam,13.2167,80.3167,29.05,86,100,5.76,IN,1693260082
557,mengcheng chengguanzhen,33.2661,116.566,17.95,96,3,3.33,CN,1693260083
558,sisimiut,66.9395,-53.6735,5.74,94,100,7.25,GL,1693260084
